[2025-01-01 14:27:20,673][dinov2][INFO] - using MLP layer as FFN
[2025-01-01 15:03:05,521][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:06,000][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:06,480][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:06,960][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:07,445][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:07,925][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:08,405][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:08,885][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:09,365][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:09,845][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:10,324][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:10,802][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:11,280][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:11,757][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:12,235][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:12,713][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:13,190][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:13,667][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:14,144][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:14,621][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:15,099][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:15,576][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:16,054][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:16,532][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:17,011][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:17,488][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:17,965][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:18,444][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:18,923][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:19,402][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:19,880][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:20,358][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:20,835][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:21,313][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:21,791][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:22,269][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:22,746][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:23,224][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:23,700][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:24,178][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:24,656][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:25,133][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:25,610][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:26,088][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:26,566][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:27,044][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:27,521][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:27,998][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:28,475][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:28,953][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:29,430][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:29,909][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:30,387][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:30,864][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:31,341][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:31,819][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:32,297][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:32,774][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:33,252][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:33,729][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:34,208][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:34,687][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:35,165][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:35,643][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:36,121][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:36,601][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:37,079][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:37,559][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:38,037][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:38,515][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:38,994][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:39,472][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:39,949][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:40,428][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:40,906][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:41,387][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:41,866][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:42,348][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:42,829][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:43,308][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:43,788][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:44,266][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:44,744][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:45,222][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:45,701][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:46,181][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:46,659][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:47,136][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:47,614][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:48,091][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:48,568][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:49,047][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:49,525][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:50,004][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:50,482][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:50,961][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:51,439][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:51,916][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:52,393][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:52,871][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:53,350][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:53,827][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:54,304][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:54,781][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:55,259][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:55,736][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:56,213][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:56,691][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:57,168][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:57,645][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:58,123][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:58,601][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:59,079][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:03:59,557][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:00,034][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:00,511][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:00,989][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:01,466][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:01,945][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:02,425][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:02,903][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:03,382][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:03,860][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:04,340][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:04,820][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:05,299][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:05,780][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:06,261][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:06,742][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:07,223][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:07,703][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:08,183][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:08,662][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:09,140][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:09,618][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:10,097][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:10,576][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:11,054][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:11,532][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:12,009][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:12,486][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:12,964][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:13,442][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:13,920][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:14,399][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:14,877][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:15,355][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:15,834][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:16,311][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:16,789][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:17,266][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:17,743][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:18,221][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:18,699][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:19,176][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:19,654][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:20,133][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:20,611][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:21,089][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:21,567][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:22,045][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:22,521][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:22,999][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:23,477][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:23,955][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:24,433][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:24,911][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:25,389][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:25,867][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:26,344][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:26,821][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:27,298][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:27,776][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:28,254][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:28,732][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:29,211][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:29,690][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:30,169][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:30,647][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:31,125][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:31,603][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:32,081][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:32,559][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:33,036][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:33,515][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:33,992][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:34,469][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:34,948][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:35,426][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:35,903][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:36,380][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:36,857][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:37,335][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:37,813][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:38,291][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:38,769][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:39,247][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:39,725][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:40,203][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:40,681][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:41,159][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:41,636][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:42,113][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:42,591][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:43,068][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:43,547][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:44,025][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:44,502][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:44,980][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:45,458][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:45,934][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:46,411][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:46,889][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:47,367][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:47,844][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:48,322][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:48,801][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:49,278][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:49,755][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:50,233][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:50,714][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:51,195][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:51,676][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:52,156][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:52,635][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:53,113][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:53,592][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:54,072][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:54,551][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:55,031][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:55,510][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:55,990][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:56,467][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:56,945][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:57,422][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:57,898][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:58,375][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:58,853][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:59,329][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:04:59,806][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:00,284][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:00,760][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:01,238][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:01,715][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:02,192][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:02,669][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:03,146][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:03,622][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:04,100][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:04,576][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:05,053][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:05,530][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:06,007][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:06,486][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:06,963][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:07,441][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:07,919][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:08,398][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:08,878][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:09,358][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:09,839][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:10,319][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:10,799][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:11,279][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:11,760][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:12,237][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:12,714][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:13,193][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:13,670][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:14,146][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:14,624][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:15,104][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:15,583][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:16,063][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:16,544][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:17,025][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:17,502][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:17,979][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:18,456][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:18,934][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:19,411][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:19,888][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:20,365][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:20,843][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:21,324][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:21,801][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:22,278][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:22,758][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:23,237][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:23,714][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:24,191][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:24,669][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:25,149][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:25,629][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:26,109][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:26,589][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:27,067][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:27,544][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:28,020][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:28,497][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:28,975][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:29,452][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:29,929][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:30,407][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:30,884][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:31,361][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:31,838][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:32,316][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:32,795][eval.evaluation][WARNING] - NaN values detected in predictions
[2025-01-01 15:05:33,272][eval.evaluation][WARNING] - NaN values detected in predictions
